time,mean,std,cv,ci_lower,ci_upper
11.100000000000001,0.0005103406647597576,2.151358128436581e-05,0.042155334210910486,0.0005083401903363834,0.0005122994165813717
11.200000000000001,0.0005140795374485959,2.1496595654848957e-05,0.04181569988476434,0.0005120262657298727,0.0005160644943024978
11.3,0.0005177516612001224,2.1559700532070603e-05,0.04164100696866196,0.0005157449359186836,0.0005197224386567632
11.4,0.0005215037206178004,2.1634267121844067e-05,0.041484396499060425,0.0005194729200939098,0.0005234652512124069
11.5,0.000525200909775139,2.1681680454615676e-05,0.041282640702009696,0.0005231720542358874,0.000527136110552973
11.600000000000001,0.0005287977338140873,2.1630557048925993e-05,0.04090516215512146,0.0005268119695425582,0.0005307115588772165
11.700000000000001,0.0005323339440403043,2.1700568681924375e-05,0.04076495388819574,0.0005303508261563209,0.0005342945449547081
11.8,0.0005359117224368045,2.1712071006354586e-05,0.0405142677372856,0.0005339450034483938,0.0005378502407415729
11.9,0.0005393659574664986,2.1733014148389546e-05,0.04029363338107863,0.0005374296618417039,0.0005413095278480198
12.0,0.000542853452614866,2.182423054163955e-05,0.040202803236333136,0.000540943909552382,0.0005447993211097153
12.100000000000001,0.0005461804786996192,2.1747130794235164e-05,0.03981674857001865,0.0005442618247852326,0.0005481026902418096
12.200000000000001,0.0005495255727104852,2.178057357108049e-05,0.039635232012315245,0.00054759863397674,0.0005514660697264297
12.3,0.0005528425703728899,2.173266934743739e-05,0.03931077401072569,0.0005509298513305776,0.000554781806951443
12.4,0.000556237530627863,2.1617046338051197e-05,0.03886297696174972,0.0005543429775979434,0.0005581584466233123
12.5,0.0005594424137307189,2.166953098738246e-05,0.03873415825388748,0.0005575474935147188,0.0005613863203680465
12.600000000000001,0.0005625891194834748,2.1642223858573023e-05,0.03846896982018282,0.0005606778442105725,0.0005644788655853997
12.700000000000001,0.0005656573186998049,2.1719216188682766e-05,0.03839642036030861,0.0005637169475030527,0.0005675634953074866
12.8,0.000568928767683336,2.1837202654412624e-05,0.03838301716282195,0.0005670017226116089,0.0005708433052406289
12.9,0.0005721259789206558,2.185185734481356e-05,0.03819413581959375,0.0005701835731834958,0.0005740483974288311
13.0,0.0005753619850562713,2.1844294144542002e-05,0.037966175576242836,0.0005734425049355384,0.0005772811450867311
13.100000000000001,0.0005784574304927,2.188673011448377e-05,0.037836371288102896,0.000576537916489025,0.0005803537537189872
13.200000000000001,0.000581548588524757,2.186434045421905e-05,0.03759675611918069,0.0005796583913881427,0.0005834654674446403
13.3,0.0005845663804074513,2.191407050380805e-05,0.03748773661689819,0.0005826249618081743,0.0005864826347355779
13.4,0.0005877141135013311,2.1942500120380155e-05,0.03733532956977467,0.0005857390176203911,0.0005896492279169117
13.5,0.0005906907086230982,2.2003527670992895e-05,0.03725050580579333,0.0005886711778122865,0.0005926318768105603
13.600000000000001,0.0005935537689167424,2.1928409090502648e-05,0.036944267291104574,0.0005915468471147242,0.0005954938821532426
13.700000000000001,0.0005964890387611976,2.206539209138569e-05,0.03699211663170142,0.000594494315121749,0.0005984428849165844
13.8,0.0005993748325567438,2.2026322607130797e-05,0.03674882796325208,0.0005974124687119155,0.0006013769231450258
13.9,0.0006022527345482788,2.203856184479677e-05,0.03659354384057193,0.0006003312236556063,0.0006042312506199018
14.0,0.0006051433833042504,2.2098234958453746e-05,0.03651735368532209,0.0006032349207064848,0.0006071301756695172
14.100000000000001,0.000607934084304667,2.206592941059873e-05,0.036296582113564076,0.0006059925686365236,0.0006099619540096973
14.200000000000001,0.0006107369611929069,2.206862542042733e-05,0.03613441927163264,0.000608854810288946,0.0006127701361051641
14.3,0.0006135126302449402,2.2091594529434163e-05,0.036008377725841215,0.0006116172017106784,0.0006155320686037025
14.4,0.0006163261325830407,2.2072278320332355e-05,0.03581266013794806,0.000614387758333095,0.0006183269411611368
14.5,0.0006190681150858271,2.2077855190567117e-05,0.03566304684825556,0.0006171472170393508,0.0006210244978467287
14.600000000000001,0.00062184508856727,2.2150126015024e-05,0.035620006368560136,0.0006199016358460821,0.0006238212462464605
14.700000000000001,0.000624547936363605,2.213413794484765e-05,0.03544025471242835,0.0006226021073096207,0.0006265323563699232
14.8,0.0006273576742606975,2.217697625758712e-05,0.03534981266264309,0.0006254003378997062,0.0006293418744570238
14.9,0.0006301259981449932,2.2230918599946298e-05,0.03528011646145557,0.0006281873456426758,0.0006321384530706312
15.0,0.0006328503558016511,2.2226253986890754e-05,0.03512086827973111,0.0006309231467692523,0.0006348275690682295
15.100000000000001,0.0006355367340775734,2.224384848490128e-05,0.035000098801820326,0.000633588171162517,0.0006375183857564785
15.200000000000001,0.0006382589219942882,2.2282590376896995e-05,0.03491152196866024,0.0006363310270665789,0.000640248968027369
15.3,0.000640949166876369,2.2250467022019946e-05,0.034714870026988864,0.000639018349501029,0.0006429311320345874
15.4,0.0006436195730344172,2.226349357427048e-05,0.03459107601297258,0.0006416536730419027,0.0006456104710085374
15.5,0.0006462481631782378,2.2332988064506904e-05,0.034557913410033746,0.0006443024781071395,0.0006482266966730504
15.600000000000001,0.0006489137500999227,2.231575107456382e-05,0.03438939469402141,0.0006469544677908496,0.0006508959586468879
15.700000000000001,0.0006515596427851346,2.2278312781852775e-05,0.03419228466425984,0.0006496106997078383,0.0006535485146539652
15.8,0.0006542358189137832,2.2285176664824694e-05,0.034062911293705075,0.000652307290070968,0.0006562298165579243
15.9,0.0006568681432626747,2.235511533631273e-05,0.03403288097558592,0.0006549281022819272,0.0006588268410251145
16.0,0.0006595459807274055,2.2432306335715585e-05,0.034011739880478474,0.0006575717146686154,0.0006615143571776323
16.1,0.0006622233051986066,2.2418393300050637e-05,0.03385322311078612,0.0006602711308102646,0.0006641771866285574
16.2,0.0006648580779226288,2.2360335470199257e-05,0.03363174219085202,0.000662904759911692,0.0006668033775756433
16.3,0.0006674963270919186,2.2412263046849996e-05,0.03357660879497795,0.00066551774971801,0.0006694789693112991
16.400000000000002,0.000670130587457263,2.2409527971816493e-05,0.03344053889085557,0.0006681447271311896,0.0006721202816731311
16.5,0.0006728252755545662,2.2388510962191588e-05,0.033275371445786114,0.0006708293008489381,0.0006748399771337374
16.6,0.0006753730748525425,2.240822731055142e-05,0.03317903562478252,0.0006733643435245127,0.0006774011696525461
16.7,0.0006779550196868654,2.2413459982147807e-05,0.03306039387760586,0.0006759329737043045,0.0006800081112860877
16.8,0.0006805409997061526,2.2444568919184194e-05,0.032980480131065464,0.0006785041603649869,0.0006825834434128967
16.900000000000002,0.0006831328793926871,2.2420771055505345e-05,0.03282051227784215,0.0006811298231214996,0.0006851888045097705
17.0,0.0006857764846866244,2.2450141490270272e-05,0.032736820219971804,0.0006837350876265454,0.0006878253646079777
17.1,0.000688682447697758,2.243906949912633e-05,0.032582606939002695,0.0006866359808872518,0.000690717869115186
17.2,0.0006916421533496494,2.251283905700686e-05,0.03254983657079939,0.0006895539659218179,0.0006937039556896507
17.3,0.0006946796626647956,2.2585923599318643e-05,0.032512717462720726,0.0006925973102209172,0.0006967263362410726
17.400000000000002,0.0006976462089267446,2.252479894227349e-05,0.032286850632967,0.000695601061363223,0.000699654972738819
17.5,0.000700628535970648,2.2562106108365443e-05,0.03220266510713554,0.0006986286371878011,0.0007026453163548523
17.6,0.0007035671187323049,2.2563433536074188e-05,0.03207005122230447,0.0007015723128898635,0.000705600405183739
17.7,0.0007065274829572664,2.2616367024875093e-05,0.03201059770557152,0.0007045280721160336,0.0007085396659071135
17.8,0.0007095273363761193,2.2587752925284934e-05,0.03183492977261584,0.0007075184612077124,0.0007115038089837588
17.900000000000002,0.0007125522793489567,2.2624340512934153e-05,0.03175113064490582,0.0007105078589350932,0.0007145283099295245
18.0,0.0005018147285838373,1.581880972930301e-05,0.03152320732782197,0.0005003719612283952,0.000503193368552109
18.1,0.0005046880616195125,1.574915714397892e-05,0.031205725559350174,0.0005032786674610491,0.0005060685125099345
18.2,0.000507660544329813,1.5790624213535668e-05,0.03110469070307921,0.0005062506697307346,0.0005090536813466778
18.3,0.0005106806174218983,1.5845774841212796e-05,0.031028737533075047,0.0005092402165442858,0.0005120851104530187
18.400000000000002,0.0005136640432752793,1.5904546208428946e-05,0.03096293465864709,0.0005122556810755294,0.0005150874758060464
18.5,0.0005166878723708572,1.5931621573660483e-05,0.030834131059738562,0.0005152566062724157,0.0005180774731799519
18.6,0.0005198038348154765,1.5988503827383446e-05,0.030758726189581025,0.0005183543058456037,0.000521186660204052
18.7,0.0005227470307224085,1.6000402026847857e-05,0.030608307817140835,0.0005212954841865789,0.0005241307908192218
